file	class	sentences	tokens	tok_vneg	tok_neg	tok_neut	tok_pos	tok_vpos	tok_vneg_macro	tok_neg_macro	tok_neut_macro	tok_pos_macro	tok_vpos_macro	sent_vneg	sent_neg	sent_neut	sent_pos	sent_vpos
depression/1010101_e_1_a_1_uk.txt.xml	depression	5	113	0.0	0.02654867256637168	0.9380530973451328	0.017699115044247787	0.017699115044247787	0.0	0.12000000000000002	4.24	0.08	0.08	0.2	0.6	0.2	0.0	0.0
depression/1rainynight_e_2_b_1_xx.txt.xml	depression	44	612	0.004901960784313725	0.03594771241830065	0.9166666666666666	0.0392156862745098	0.0032679738562091504	0.01363636363636364	0.10000000000000003	2.55	0.10909090909090913	0.009090909090909092	0.0	0.75	0.20454545454545456	0.045454545454545456	0.0
depression/43burnt_e_1_a_1_xx.txt.xml	depression	37	679	0.0	0.025036818851251842	0.9440353460972017	0.027982326951399118	0.0029455081001472753	0.0	0.09189189189189191	3.4648648648648646	0.10270270270270272	0.010810810810810811	0.05405405405405406	0.6756756756756757	0.2702702702702703	0.0	0.0
depression/80srock_e_2_b_1_xx.txt.xml	depression	35	388	0.007731958762886598	0.028350515463917526	0.9252577319587629	0.03608247422680412	0.002577319587628866	0.017142857142857144	0.06285714285714285	2.0514285714285716	0.08	0.005714285714285714	0.05714285714285714	0.6	0.22857142857142856	0.08571428571428572	0.02857142857142857
depression/aishasheart_e_2_b_c3i_xx.txt.xml	depression	19	265	0.0	0.011320754716981131	0.9735849056603774	0.01509433962264151	0.0	0.0	0.03157894736842106	2.71578947368421	0.042105263157894736	0.0	0.0	0.5263157894736842	0.2631578947368421	0.21052631578947367	0.0
depression/alphaaxl_e_1_a_US.txt.xml	depression	9	136	0.007352941176470588	0.022058823529411766	0.8897058823529411	0.051470588235294115	0.029411764705882353	0.022222222222222223	0.06666666666666668	2.6888888888888887	0.15555555555555556	0.08888888888888889	0.1111111111111111	0.7777777777777778	0.0	0.1111111111111111	0.0
depression/alsan7719_e_2_b_c3i_xx.txt.xml	depression	21	451	0.0022172949002217295	0.03547671840354767	0.9201773835920177	0.026607538802660754	0.015521064301552107	0.009523809523809525	0.15238095238095242	3.9523809523809517	0.11428571428571428	0.06666666666666667	0.047619047619047616	0.7142857142857143	0.047619047619047616	0.19047619047619047	0.0
depression/Amandalang_e_2_a_c3_us.txt.xml	depression	11	190	0.005263157894736842	0.015789473684210527	0.9315789473684211	0.042105263157894736	0.005263157894736842	0.018181818181818184	0.05454545454545456	3.2181818181818183	0.14545454545454548	0.018181818181818184	0.0	0.6363636363636364	0.18181818181818182	0.18181818181818182	0.0
depression/amy2799_e_2_b_c3r_xx.txt.xml	depression	20	409	0.0024449877750611247	0.03667481662591687	0.9290953545232273	0.02689486552567237	0.004889975550122249	0.01	0.15000000000000005	3.7999999999999994	0.10999999999999999	0.02	0.0	0.75	0.2	0.05	0.0
depression/anademia_e_2_b_c3_xx.txt.xml	depression	16	291	0.0	0.05154639175257732	0.9037800687285223	0.037800687285223365	0.006872852233676976	0.0	0.18750000000000003	3.2875	0.1375	0.025	0.0625	0.6875	0.25	0.0	0.0
depression/angela2_e_2_b_1_nl.txt.xml	depression	14	230	0.0	0.017391304347826087	0.9173913043478261	0.05217391304347826	0.013043478260869565	0.0	0.05714285714285715	3.014285714285714	0.17142857142857143	0.042857142857142864	0.0	0.5714285714285714	0.21428571428571427	0.21428571428571427	0.0
depression/angela_e_2_a_1_uk.txt.xml	depression	23	445	0.008988764044943821	0.029213483146067417	0.9011235955056179	0.051685393258426963	0.008988764044943821	0.034782608695652174	0.11304347826086956	3.4869565217391307	0.2	0.034782608695652174	0.08695652173913043	0.6086956521739131	0.17391304347826086	0.08695652173913043	0.043478260869565216
depression/angelofshadows_e_2_b_1_uk.txt.xml	depression	35	1072	0.0018656716417910447	0.027985074626865673	0.9365671641791045	0.027985074626865673	0.005597014925373134	0.011428571428571429	0.17142857142857149	5.737142857142857	0.17142857142857146	0.03428571428571429	0.11428571428571428	0.6571428571428571	0.11428571428571428	0.11428571428571428	0.0
depression/anja_e_2_a_c4_xx.txt.xml	depression	12	362	0.008287292817679558	0.049723756906077346	0.8812154696132597	0.04696132596685083	0.013812154696132596	0.05000000000000001	0.3000000000000001	5.316666666666666	0.28333333333333344	0.08333333333333333	0.16666666666666666	0.3333333333333333	0.08333333333333333	0.4166666666666667	0.0
depression/annika_e_2_b_1_xx.txt.xml	depression	57	970	0.0010309278350515464	0.0443298969072165	0.9226804123711341	0.024742268041237112	0.007216494845360825	0.0035087719298245615	0.1508771929824562	3.1403508771929824	0.0842105263157895	0.024561403508771933	0.05263157894736842	0.7192982456140351	0.12280701754385964	0.10526315789473684	0.0
depression/anonymousxero_e_1_a_1_xx.txt.xml	depression	17	311	0.0	0.01929260450160772	0.909967845659164	0.05144694533762058	0.01929260450160772	0.0	0.07058823529411766	3.329411764705882	0.18823529411764706	0.07058823529411766	0.0	0.6470588235294118	0.29411764705882354	0.058823529411764705	0.0
depression/AOD_e_1_b_1_xx.txt.xml	depression	14	281	0.0	0.03914590747330961	0.896797153024911	0.05693950177935943	0.0071174377224199285	0.0	0.1571428571428572	3.6	0.2285714285714286	0.028571428571428574	0.0	0.6428571428571429	0.14285714285714285	0.21428571428571427	0.0
depression/artaudette_e_2_a_c4_xx.txt.xml	depression	8	170	0.0	0.01764705882352941	0.9176470588235294	0.052941176470588235	0.011764705882352941	0.0	0.07500000000000001	3.9000000000000004	0.22499999999999998	0.05	0.0	0.75	0.0	0.25	0.0
depression/art.chick_e_2_b_1_us.txt.xml	depression	22	418	0.0	0.023923444976076555	0.9401913875598086	0.028708133971291867	0.007177033492822967	0.0	0.09090909090909091	3.5727272727272723	0.10909090909090909	0.02727272727272728	0.0	0.45454545454545453	0.18181818181818182	0.36363636363636365	0.0
depression/Ash_e_2_B_1_us.txt.xml	depression	15	288	0.0	0.024305555555555556	0.9340277777777778	0.034722222222222224	0.006944444444444444	0.0	0.09333333333333332	3.5866666666666664	0.13333333333333333	0.02666666666666667	0.0	0.6	0.13333333333333333	0.2	0.06666666666666667
